CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
HBW|NJ122441|33023|20150406|1213|Morning Glory Drive|385|Monroe Township|449900|101|C|0||9.20|1|MONROE MANOR INC
HBW|NJ122440|33023|20150406|1213|Morning Glory Drive|412|Monroe Township|404900|101|C|0||92|1.12|MONROE MANOR INC
HBW|NJ122439|33023|20150420|1213|Morning Glory Drive|398|Monroe Township|489900|101|C|0||85|1.12|MONROE MANOR INC
HBW|NJ122260|33023|20150319|1213|Morning Glory Drive|410|Monroe Township|484900|101|C|0||91|1.12|MONROE MANOR INC
HBW|NJ122258|33023|20150320|1213|Morning Glory Drive|408|Monroe Township|484900|101|C|0||90|1.12|MONROE MANOR INC
HBW|NJ122257|33023|20150324|1213|Morning GLory Drive|406|Monroe Township|479900|101|C|0||89|1.12|MONROE MANOR INC
HBW|NJ122256|33023|20150302|1213|Morning Glory Drive|361|Monroe Township|484900|101|C|0||9.32|1|MONROE MANOR INC
HBW|NJ122098|33023|20150126|1213|Morning GLory Drive|371|Monroe Township|464900|101|C|0||9.27|1|MONROE MANOR INC
HBW|NJ122097|33023|20150324|1213|Morning Glory Drive|377|Monroe Township|444900|101|C|0||9.24|1|MONROE MANOR INC
HBW|NJ122561|33023|20150331|1213|Eddington Road|32|Monroe Township|515900|101|C|0||47|1.12|MONROE MANOR INC
HBW|NJ122442|33023|20150406|1213|Morning Glory Drive|383|Monroe Township|484900|101|C|0||9.21|1|MONROE MANOR INC
HBW|NJ122604|33271|20150401|1530|Ralph Ln.|56|Manahawkin|250000|101|C|0||96|147.42|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122502|33271|20150313|1530|Marguerite|60|Manahawkin|288500|101|C|0||521|159.01|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122500|33271|20150313|1530|Marguerite|57|Manahawkin|303000|101|C|0||515|159.01|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122497|33271|20150313|1530|Marguerite|49|Manahawkin|305000|101|C|0||513|159.01|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122436|33271|20150306|1530|Myrtle|22|Manahawkin|251000|101|C|0||390|162|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122435|33271|20150306|1530|Morris|308|Manahawkin|300000|101|C|0||554|159|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122434|33271|20150306|1506|West Granada|44|Brick|385800|101|C|0||22|211.11|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122275|33271|20150206|1530|Ruth Dr.|40|Manahawkin|300000|101|C|0||132|147.41|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122270|33271|20150206|1530|Mill Creek Rd.|1695|Manahawkin|300000|101|C|0||29|147.54|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122265|33271|20150206|1530|Henry Dr.|72|Manahawkin|350000|101|C|0||332|147.50|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122264|33271|20150206|1530|Nancy Dr.|44|Manahawkin|350000|101|C|0||336|147.36|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122239|33271|20150206|1530|PAUL BLVD|1383|MANAHAWKIN|278000|101|C|0||492|159.04|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122238|33271|20150206|1530|Paul Blvd.|1375|Manahawkin|300000|101|C|0||490|159.04|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122237|33271|20150206|1530|PAUL BLVD|1355|MANAHAWKIN|300000|101|C|0||485|159.04|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ122236|33271|20150206|1530|Mill Creek Rd.|1279|Manahawkin|310000|101|C|0||410|147.11|BUCCHINO GENERAL CONTRACTING LLC
HBW|NJ121976|33321|20150109|1343|Island View Way|24|Sea Bright|689000|101|C|0||24|2|SHAW CONSTRUCTION CO LLC
HBW|NJ121746|33560|20141210|1343|Ocean Avenue|652|Sea Bright|593168|101|M|0||38|24|SOUTHVIEW DEVELOPMENT LLC
HBW|NJ122202|33560|20150206|1525|Homestead Avenue|211|Point Pleasant Beach|340000|101|M|0||13|133|SOUTHVIEW DEVELOPMENT LLC
HBW|NJ122412|33607|20150312|1506|Georgian Drive|108|Brick|273728|101|M|0||114|29|ZARRILLI HOMES LLC
HBW|NJ122559|33607|20150406|1507|Ocean Terrace|552|Normandy Beach|353000|101|M|0||6&7|3.19|ZARRILLI HOMES LLC
HBW|NJ122411|33607|20150312|1506|Halsey Drive|22|Brick|309255|101|M|0||15|253.15|ZARRILLI HOMES LLC
HBW|NJ122022|33607|20150126|1507|East Colony Road|38|Toms Rievr|273223|101|M|0||3|1091|ZARRILLI HOMES LLC
HBW|NJ121790|33639|20141230|324|STARBOARD WAY|29|MT. LAUREL|528920|101|C|0||3|100.01|HOVBROS RANCOCAS LLC
HBW|NJ121927|33639|20150130|324|STARBOARD WAY|131|MT.LAUREL|523720|101|C|0||2|100.05|HOVBROS RANCOCAS LLC
HBW|NJ122154|33639|20150225|324|STARBOARD WAY|129|MT. LAUREL|512670|101|C|0||3|100.05|HOVBROS RANCOCAS LLC
HBW|NJ122060|33723|20150130|1216|Great Beds Court|332|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122062|33723|20150130|1216|Great Beds Court|336|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122063|33723|20150130|1216|Great Beds Court|338|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122061|33723|20150130|1216|Great Beds Court|334|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122064|33723|20150130|1216|Great Beds Court|340|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122067|33723|20150130|1216|Great Beds Court|344|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122069|33723|20150130|1216|Great Beds Court|348|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122100|33723|20150130|1216|Great Beds Court|352|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122117|33723|20150130|1216|Great Beds Court|386|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122116|33723|20150130|1216|Great Beds Court|384|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122115|33723|20150130|1216|Great Beds Court|382|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122114|33723|20150130|1216|Great Beds Court|380|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122113|33723|20150130|1216|Great Beds Court|378|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122112|33723|20150130|1216|Great Beds Court|376|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122111|33723|20150130|1216|Great Beds Court|374|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122110|33723|20150130|1216|Great Beds Court|372|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122109|33723|20150130|1216|Great Beds Court|370|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122120|33723|20150130|1216|Great Beds Court|392|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122119|33723|20150130|1216|Great Beds Court|390|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122118|33723|20150130|1216|Great Beds Court|388|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122108|33723|20150130|1216|Great Beds Court|368|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122107|33723|20150130|1216|Great Beds Court|366|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122106|33723|20150130|1216|Great Beds Court|364|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122105|33723|20150130|1216|Great Beds Court|362|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122104|33723|20150130|1216|Great Beds Court|360|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122103|33723|20150130|1216|Great Beds Court|358|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122102|33723|20150130|1216|Great Beds Court|356|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122101|33723|20150130|1216|Great Beds Court|354|PERTH AMBOY|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122099|33723|20150130|1216|Great Beds Court|350|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122068|33723|20150130|1216|Great Beds Court|346|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122065|33723|20150130|1216|Great Beds Court|342|Perth Amboy|250000|105|C|0||1|353.06|HARBORTOWN SAIL LLC
HBW|NJ122031|33732|20150119|1515|Colony Rd|34|Ortley Beach|247000|101|C|0||41|1056.04|KALINKA HOMES LLC
HBW|NJ122569|33732|20150331|1507|Lanyard Rd|309|Ortley Beach|282675|101|C|0||5|1097.06|KALINKA HOMES LLC
HBW|NJ122329|33855|20150219|2020|CARLETON RD|820|WESTFIELD|500000|101|C|0||4|4707|B & B PROPERTIES
HBW|NJ121962|33862|20150126|209|Ross Avenue|77|Demarest|1382500|101|C|0||6|140|VOLPE CUSTOM HOMES LLC
HBW|NJ122545|33882|20150401|1225|Harrison Avenue|50|Colonia|499500|101|C|0||473.06|11|MERIDIAN DEVELOPERS LLC
HBW|NJ122461|34178|20150316|1340|MECHANIC STREET|133|RED BANK|690000|101|C|0||18.01|23|BLOCK 7800 LLC
HBW|NJ122448|34353|20150331|1217|EVA ST|1124|PISCATAWAY|435000|101|C|0||30.01|1804|MOON BUILDERS LLC
HBW|NJ122592|34359|20150407|2014|EAST 10TH AVENUE|409|ROSELLE|169000|101|C|0||12.02|1201|MAR ACQUISITION GROUP LLC
HBW|NJ122524|34637|20150318|1507|Goa Way|3251|Toms River|199486|101|C|0||3|1109.19|EASTERN CONTRACTING LLC
HBW|NJ122447|34747|20150313|1213|GREEN ASH ST|14|MONROE TOWNSHIP|649900|101|C|0||36|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ122446|34747|20150313|1213|Green Ash Street|8|Monroe Township|674900|101|C|0||39|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ122444|34747|20150313|1213|Green Ash Street|4|Monroe Township|649900|101|C|0||41|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ122042|34747|20150130|1213|Green Ash Street|7|Monroe Township|649900|101|C|0||42|14.06|STRATFORD DEVELOPERS LLC
HBW|NJ122041|34747|20150130|1213|Green Ash Street|17|Monroe Township|659900|101|C|0||37|14.06|STRATFORD DEVELOPERS LLC
HBW|NJ122039|34747|20150130|1213|Green Ash Street|20|Monroe Township|649900|101|C|0||33|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ122038|34747|20150130|1213|Green Ash Street|2|Monroe Township|679900|101|C|0||42|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ122199|34955|20150303|1352|L street|1722|Wall Township|539000|101|C|0||117.01|53|EKP CORPORATION
HBW|NJ122217|34955|20150326|1352|L Street|1720|Wall Township|549000|101|C|0||117.02|53|EKP CORPORATION
HBW|NJ122532|35107|20150320|509|-65th Street|28|Sea Isle City|614000|101|C|0||18.02 & 1|65.02|MASHURA BURGER LLP*
HBW|NJ122029|35203|20150114|1321|TWILIGHT AVE|143|KEANSBURG|198696|101|M|0||118|30|DMR CUSTOM BUILDERS LLC
HBW|NJ122409|35425|20150225|1820|SNEIDER RD|15|WARREN|700000|101|C|0||2.07|61|ALLURE GENERAL CONTRACTING INC
HBW|NJ122371|35693|20150401|1507|MALLARD|214|TOMS RIVER|120000|101|C|0||26|1104.24|DM BEKUS CONSTRUCTION SERVICES INC
HBW|NJ122320|36209|20150216|904|CLEVELAND AVE|208|HARRISON|495000|103|C|0||00009|00015|TIBO CONSTRUCTION LLC
HBW|NJ122011|36224|20150203|802|Walker Avenue|34|Deptford|275000|101|C|0||10.02|174|INTEGRITY BUILDING GROUP LLC*
HBW|NJ122034|36272|20150122|216|Cambridge Place|16|Englewood Cliffs|2628000|101|C|0||4|705|TOROSIAN CONSTRUCTION LLC
HBW|NJ121968|36522|20150106|1530|MillCreek Road|1451|Manahawkin|216200|101|M|0||42|147.11|PREMIER MODULAR HOMES LLC
HBW|NJ122460|36522|20150310|1516|West Navasink Drive|17|Little Egg Harbor|207525|101|M|0||325.104|10|PREMIER MODULAR HOMES LLC
HBW|NJ122348|36522|20150223|1530|Millcreek Road|1064|Manahawkin|408024|101|M|0||147.27|401|PREMIER MODULAR HOMES LLC
HBW|NJ122305|36645|20150213|206|NELSON AVE|382|CLIFFSIDE PARK|575000|103|C|0||21|2203|SENATORE III DEVELOPMENT INC
HBW|NJ122214|36806|20150212|213|MYRTLE AVE|20|EDGEWATER|1085000|103|C|0||8|27|ROTHWELL ASSOCIATES LLC
HBW|NJ122215|36806|20150216|213|MYRTLE AVE|22|EDGEWATER|1050000|103|C|0||8|27|ROTHWELL ASSOCIATES LLC
HBW|NJ122331|36855|20150215|1514|Coral Avenue|756|Lakewood|550000|103|C|0||21.02|1159.02|PLATINUM DEVELOPERS LLC
HBW|NJ122333|36855|20150217|1514|CORAL AVE|762|LAKEWOOD|550000|103|C|0||21.01|1159.02|PLATINUM DEVELOPERS LLC
HBW|NJ122397|36855|20150225|1514|Daniel Drive|166|Lakewood|350000|101|C|0||8|778.01|PLATINUM DEVELOPERS LLC
HBW|NJ122479|36855|20150317|1514|SHAYAS RD|29|LAKEWOOD|384000|102|C|0||37.17|430|PLATINUM DEVELOPERS LLC
HBW|NJ122465|36855|20150311|1514|Glen Avenue|161|Lakewood|400000|101|C|0||7|12.04|PLATINUM DEVELOPERS LLC
HBW|NJ121994|36917|20150220|1404|Spring Valley Rd.|62|Chatham Township|2000000|101|C|0||3.04|139|SCANDIC BUILDERS INC *
HBW|NJ122070|37156|20150213|1803|Mullens Lane|29|Bernardsville|985000|101|M|0||6.01|61|WYNWOOD LAND LLC
HBW|NJ122493|37437|20150323|2020|A Carleton Road|515|Westfield|350000|102|C|0||24|3006|GENTEMP LLC
HBW|NJ122392|37466|20150330|1109|WINDROW DRIVE|2207|PRINCETON|192000|105|C|0||2207|201.01|WINDROWS NJ HOLDINGS LLC
HBW|NJ122393|37466|20150327|1109|WINDROW DRIVE|2404|PRINCETON|125000|105|C|0||2404|201.01|WINDROWS NJ HOLDINGS LLC
HBW|NJ122471|37466|20150331|1109|WINDROW DRIVE|2020|PRINCETON|204000|105|C|0||2020|201.01|WINDROWS NJ HOLDINGS LLC
HBW|NJ122473|37466|20150331|1109|EMPRESS CT|8|PRINCETON|440000|105|C|0||7008|201|WINDROWS NJ HOLDINGS LLC
HBW|NJ122472|37466|20150331|1109|GREEN LEAF CT|1|PRINCETON|440000|105|C|0||9001|201|WINDROWS NJ HOLDINGS LLC
HBW|NJ122470|37466|20150331|1109|WINDROW DRIVE|2015|PRINCETON|165000|105|C|0||2015|201.01|WINDROWS NJ HOLDINGS LLC
HBW|NJ122191|37826|20150215|804|BUCK ROAD|55|MONROEVILLE|299000|101|C|0||11.07|7|THREE BRIDGE ROAD ASSOCIATES
HBW|NJ121919|37883|20141223|1327|Fourth Avenue|183|Manasquan|264152|101|M|0||6|172.01|CREST CONSTRUCTION GROUP LLC
HBW|NJ121318|37920|20150106|1514|Swan Lane|6|Lakewood|308900|105|C|0||20|830.03|SOMERSET PRV LLC
HBW|NJ121319|37920|20150114|1514|Swan Lane|2|Lakewood|304900|105|C|0||18|830.03|SOMERSET PRV LLC
HBW|NJ121743|37920|20150107|1514|HAWK WAY|27|LAKEWOOD|289900|101|C|0||21|830.01|SOMERSET PRV LLC
HBW|NJ121745|37920|20150309|1514|HAWK WAY|21|LAKEWOOD|374900|101|C|0||19|830.01|SOMERSET PRV LLC
HBW|NJ121744|37920|20150128|1514|HAWK WAY|19|LAKEWOOD|405900|101|C|0||18|830.01|SOMERSET PRV LLC
HBW|NJ122227|37920|20150219|1514|HAWK WAY|11|LAKEWOOD|500000|101|C|0||13|830.01|SOMERSET PRV LLC
HBW|NJ122143|37920|20150211|1514|Goldcrest Drive|55|Lakewood|384900|101|C|0||13|830.03|SOMERSET PRV LLC
HBW|NJ121941|37920|20140401|1514|Goldcrest Drive|57|Lakewood|364900|101|C|0||14|830.03|SOMERSET PRV LLC
HBW|NJ121865|37920|20150204|1514|Goldcrest Drive|59|Lakewood|384900|101|C|0||15|830.03|SOMERSET PRV LLC
HBW|NJ121864|37920|20150129|1514|Goldcrest Drive|61|Lakewood|384900|101|C|0||16|830.03|SOMERSET PRV LLC
HBW|NJ121991|37934|20150116|817|Waterview Court|103|Swedesboro|330000|101|C|0||14.04|39|RUSSO HOMES LLC
HBW|NJ121622|38029|20141230|801|DUBOIS AVENUE|6|CLAYTON|221605|101|C|0||11.51|1904|HOVBROS CLAYTON LLC
HBW|NJ122363|38029|20150331|801|DUBOIS AVE.|16|CLAYTON|211172|101|C|0||11.46|1904|HOVBROS CLAYTON LLC
HBW|NJ122456|38255|20150315|2020|Clark|757|Westfield|1375000|101|C|0||707|31|RALPH RAPUANO
HBW|NJ122048|38341|20150330|1112|Amber Drive|8|Robbinsville|977000|101|C|0||11.01|4.04|CUBBERLY MEADOWS LLC
HBW|NJ122044|38341|20150330|1112|Emerald Road|41|Robbinsville|824900|101|C|0||11.28|4.01|CUBBERLY MEADOWS LLC
HBW|NJ122045|38341|20150330|1112|Emerald Road|31|Robbinsville|824900|101|C|0||11.33|4.01|CUBBERLY MEADOWS LLC
HBW|NJ122046|38341|20150330|1112|Emerald Road|37|Robbinsville|824900|101|C|0||11.301|4.01|CUBBERLY MEADOWS LLC
HBW|NJ122047|38341|20150330|1112|Emerald Road|45|Robbinsville|844900|101|C|0||11.26|4.01|CUBBERLY MEADOWS LLC
HBW|NJ122520|38438|20150318|910|-144 36street unit 404|138|Union City|440000|105|C|0||3,4,5,6|217|MALAS ENTERPRISES 2 LLC
HBW|NJ122522|38438|20150318|910|-144 36 street unit 304|138|Union City|443000|105|C|0||3,4,5,6|217|MALAS ENTERPRISES 2 LLC
HBW|NJ122521|38438|20150318|910|-144 36street unit 205|138|Union City|388000|105|C|0||3,4,5,6|217|MALAS ENTERPRISES 2 LLC
HBW|NJ122148|38974|20150121|1911|VIRGINIA DR|6|HARDYSTON|209388|102|C|0||36|67.19|S M S DEVELOPERS LLC
HBW|NJ122474|38974|20150311|233|Airmount Road|236|Mahwah|300000|101|C|0||2.02|109|S M S DEVELOPERS LLC
HBW|NJ122594|39133|20150331|1506|Tunes Brook Drive|10|Brick|402105|101|C|0||454|341|MAC MANAGEMENT PROPERTIES LLC
HBW|NJ122222|39180|20150202|1524|Elizabeth Ave.|324|Point Pleasant|500000|101|C|0||15|13.04|SIRAGUSA CONSTRUCTION CO LLC
HBW|NJ122352|39641|20150226|330|Polk Street|119|Riverside|259800|101|C|0||1|701|INSIGHT GENZANO BUILDER LLC
HBW|NJ122306|39910|20150415|508|E Seaspray Road|332|Ocean City|613000|101|C|0||30|70.24|DOUGHERTY & JOHNSON BUILDERS LLC
HBW|NJ122309|39910|20150501|508|-2nd Street|839|Ocean City|387700|103|C|0||35|103|DOUGHERTY & JOHNSON BUILDERS LLC
HBW|NJ122308|39910|20150501|508|-2nd Street|837|Ocean City|387700|103|C|0||35|103|DOUGHERTY & JOHNSON BUILDERS LLC
HBW|NJ122307|39910|20150415|508|W 17th Street|148|Ocean City|480550|101|C|0||25|1710|DOUGHERTY & JOHNSON BUILDERS LLC
HBW|NJ122209|40307|20150205|1514|SCHOOL ST|425|LAKEWOOD|489000|103|C|0||6.01|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122355|40307|20150220|1514|SAMPSON AVE|314|LAKEWOOD|509000|101|C|0||13|246|MIZ CONSTRUCTION NJ INC
HBW|NJ122400|40307|20150228|1514|Arlington|203|Lakewood|499000|103|C|0||16.02|769|MIZ CONSTRUCTION NJ INC
HBW|NJ122402|40307|20150228|1514|School Street|417|Lakewood|200000|103|C|0||6.05|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122616|40307|20150401|1514|Ridge Avenue|149|Lakewood|549000|103|C|0||22.01|238|MIZ CONSTRUCTION NJ INC
HBW|NJ122615|40307|20150401|1514|Ridge Avenue|147|Lakewood|549000|103|C|0||22.02|238|MIZ CONSTRUCTION NJ INC
HBW|NJ122528|40307|20150320|1514|School Street|407|Lakewood|499000|103|C|0||6.10|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122527|40307|20150320|1514|School Street|409|Lakewood|499000|103|C|0||6.09|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122404|40307|20150228|1514|School Street|411|Lakewood|499000|103|C|0||6.08|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122403|40307|20150228|1514|School Street|413|Lakewood|499000|103|C|0||6.07|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122401|40307|20150228|1514|Arlington|205|Lakewood|549000|101|C|0||16.03|769|MIZ CONSTRUCTION NJ INC
HBW|NJ122399|40307|20150228|1514|Arlington|201|Lakewood|499000|103|C|0||16.01|769|MIZ CONSTRUCTION NJ INC
HBW|NJ122211|40307|20150205|1514|School Street|419|Lakewood|489000|103|C|0||6.04|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122212|40307|20150205|1514|School Street|415|Lakewood|499000|103|C|0||6.06|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122225|40307|20150206|1514|School Street|421|Lakewood|200000|103|C|0||6.03|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122210|40307|20150205|1514|School Street|423|Lakewood|489000|103|C|0||6.02|243.01|MIZ CONSTRUCTION NJ INC
HBW|NJ122591|40361|20150415|1813|COMSTOCK LANE|12|SKILLMAN|618840|101|C|0||117|28003|SHARBELL PLAINSBORO INC
HBW|NJ122590|40361|20150415|1813|COMSTOCK LANE|14|SKILLMAN|637000|101|C|0||118|28003|SHARBELL PLAINSBORO INC
HBW|NJ122589|40361|20150415|1813|COMSTOCK LANE|4|SKILLMAN|661339|101|C|0||113|28003|SHARBELL PLAINSBORO INC
HBW|NJ122588|40361|20150415|1813|COMSTOCK LANE|25|SKILLMAN|705020|101|C|0||142|28003|SHARBELL PLAINSBORO INC
HBW|NJ122587|40361|20150415|1813|COMSTOCK LANE|17|SKILLMAN|663907|101|C|0||145|28003|SHARBELL PLAINSBORO INC
HBW|NJ122586|40361|20150415|1813|NEWPORT STREET|12|SKILLMAN|644601|101|C|0||146|28003|SHARBELL PLAINSBORO INC
HBW|NJ122585|40361|20150415|1813|NEWPORT STREET|16|SKILLMAN|644267|101|C|0||147|28003|SHARBELL PLAINSBORO INC
HBW|NJ122584|40361|20150415|1813|COMSTOCK LANE|3|SKILLMAN|625121|101|C|0||156|28003|SHARBELL PLAINSBORO INC
HBW|NJ122514|40361|20150331|1813|MILFORD PLACE|37|SKILLMAN|591935|101|C|0||190|28003|SHARBELL PLAINSBORO INC
HBW|NJ122296|40361|20150306|1813|HARTWICK DR|75|SKILLMAN|689104|101|C|0||58|28003|SHARBELL PLAINSBORO INC
HBW|NJ122132|40361|20150130|1813|COMSTOCK LN|9|SKILLMAN|713681|101|C|0||154|28003|SHARBELL PLAINSBORO INC
HBW|NJ122131|40361|20150130|1813|NEWPORT ST|15|SKILLMAN|670005|101|C|0||150|28003|SHARBELL PLAINSBORO INC
HBW|NJ122130|40361|20150130|1813|HARTWICK DRIVE|71|SKILLMAN|803394|101|C|0||57|28003|SHARBELL PLAINSBORO INC
HBW|NJ122129|40361|20150310|1813|COMSTOCK LN|6|SKILLMAN|655988|101|C|0||114|28003|SHARBELL PLAINSBORO INC
HBW|NJ122128|40361|20150126|1813|HARTWICK DR|58|SKILLMAN|715704|101|C|0||157|28003|SHARBELL PLAINSBORO INC
HBW|NJ122127|40361|20150130|1813|COMSTOCK LANE|5|SKILLMAN|644047|101|C|0||155|28003|SHARBELL PLAINSBORO INC
HBW|NJ122126|40361|20150130|1813|COMSTOCK LN|23|SKILLMAN|748701|101|C|0||143|28003|SHARBELL PLAINSBORO INC
HBW|NJ122125|40361|20150130|1813|COMSTOCK LN|26|SKILLMAN|729207|101|C|0||122|28003|SHARBELL PLAINSBORO INC
HBW|NJ122124|40361|20150126|1813|HARTWICK DR|124|SKILLMAN|647901|101|C|0||138|28003|SHARBELL PLAINSBORO INC
HBW|NJ122033|40477|20150119|1517|West Chatham Road|2|Holgate|567500|101|C|0||12|1.38|DAVID H DAUB CONSTRUCTION LLC
HBW|NJ121833|40775|20141229|801|GROFF STREET|4|CLAYTON|198640|101|C|0||8|1904.03|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ121834|40775|20141230|801|CRANE COURT|6|CLAYTON|236035|101|C|0||1.06|1904.02|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ121932|40775|20150116|801|JUNE ANN DRIVE|41|CLAYTON|202510|101|C|0||5|1904.06|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ121929|40775|20150115|801|JUNE ANN DRIVE|56|CLAYTON|213060|101|C|0||6|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ121928|40775|20150107|801|JUNE ANN DRIVE|64|CLAYTON|230580|101|C|0||2|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122364|40775|20150316|801|JUNE ANN DRIVE|52|CLAYTON|247469|101|C|0||8|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122292|40775|20150331|801|EAST DEHART AVENUE.|25|CLAYTON|207360|101|C|0||17|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122162|40775|20150304|801|JUNE ANN DRIVE|58|CLAYTON|218825|101|C|0||5|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122161|40775|20150304|801|JUNE ANN DRIVE|54|CLAYTON|204725|101|C|0||7|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122160|40775|20150227|801|JUNE ANN DRIVE|62|CLAYTON|211325|101|C|0||3|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122158|40775|20150227|801|JUNE ANN DRIVE|48|CLAYTON|215852|101|C|0||10|1904.07|HOVBROS CLAYTON URBAN RENEWAL LLC
HBW|NJ122157|40775|20150219|801|WEST DEHART AVE.|41|CLAYTON|198463|101|C|0||11.80|1904|HOVBROS CLAYTON URBAN RENEWAL LLC
